CORE_ID,TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL,DET_STATUS,DET_PROB,BENCH_ID
1,00:08:22:143,328058,227214,353,239,1651,0,0,0,5
2,00:08:22:143,323859,224407,348,240,1728,0,0,0,2
3,00:08:22:143,323860,229120,478,175,1693,0,0,0,0
1,00:08:22:343,120004580,230905673,84405,97110,780392,0,0,0,5
2,00:08:22:343,120004947,188702905,95759,97275,1106041,0,0,0,5
3,00:08:22:343,120004677,265869621,199,60,1647,0,0,0,0
1,00:08:22:544,120003692,188090667,250632,88381,1609390,0,0,0,2
2,00:08:22:544,120003716,220207752,85505,95480,871019,0,0,0,5
3,00:08:22:544,120002818,265889401,38,18,1289,0,0,0,0
1,00:08:22:744,120003382,182662581,165750,76864,1360624,0,0,0,2
2,00:08:22:744,120003988,213390112,249609,90713,1343387,0,0,0,2
3,00:08:22:744,120002810,265883621,24,8,1285,0,0,0,0
1,00:08:22:945,120003743,170775384,248863,81770,1713872,0,0,0,2
2,00:08:22:945,120003137,174670163,248543,82648,1670507,0,0,0,2
3,00:08:22:945,327397,224469,381,210,1620,0,0,0,0
1,00:08:23:145,120003417,191459211,250012,88389,1583078,0,0,0,2
2,00:08:23:145,120003683,164265270,166960,90149,1509312,0,0,0,5
3,00:08:23:145,120005149,20900759,211674,38296,785592,0,0,0,0
1,00:08:23:346,120003324,179939870,166267,87278,1396823,0,0,0,2
2,00:08:23:346,120003664,199746137,738,84584,783290,0,0,0,2
3,00:08:23:346,120004667,16424428,83720,12572,359413,0,0,0,0
1,00:08:23:546,120003412,181925210,98646,81064,1205358,0,0,0,2
2,00:08:23:546,120003075,181401785,84160,88786,1147952,0,0,0,2
3,00:08:23:546,120004228,18577403,134438,46483,543726,0,0,0,0
1,00:08:23:747,120003370,179123692,152530,87636,1371164,0,0,0,2
2,00:08:23:747,120003342,202786589,607,84748,758371,0,0,0,5
3,00:08:23:747,120004985,34369387,147822,63557,751807,0,0,0,0
1,00:08:23:947,120003145,183630187,219,94468,878106,0,1,0,5
2,00:08:23:947,120003381,228950788,165325,89743,1068281,0,1,0,5
3,00:08:23:947,120002820,265897866,23,6,1282,0,1,0,0
1,00:08:24:147,120012206,201265067,84130,90420,1004861,0,1,0,2
2,00:08:24:147,120012223,193393129,1137,94421,817426,0,1,0,5
3,00:08:24:147,120003979,92145413,294807,1176440,1670298,0,0,0,0
1,00:08:24:348,120012269,176699589,131627,90797,1324743,0,1,0,2
2,00:08:24:348,120011537,181088203,83446,90824,1137953,0,1,0,2
3,00:08:24:348,120005039,80144295,658629,1092372,3145599,0,0,0,0
1,00:08:24:548,120012138,164045235,117817,91369,1358875,0,1,0,5
2,00:08:24:548,120012070,173614172,331282,85851,1912927,0,1,0,2
3,00:08:24:548,120004274,69534035,553636,1002757,2477110,0,0,0,0
1,00:08:24:749,120011743,197577822,83534,91681,1026970,0,1,0,2
2,00:08:24:749,120011856,175429354,248107,81098,1681673,0,1,0,2
3,00:08:24:749,120005324,74764481,723072,1343021,2648183,0,1,0,0
1,00:08:24:949,120011364,165550009,83240,89468,1250701,0,1,0,2
2,00:08:24:949,120012203,198150662,83796,95427,1021731,0,1,0,2
3,00:08:24:949,120013784,93700369,546748,1900969,2759393,0,1,0,0
1,00:08:25:150,120011334,201695829,329549,76187,1761196,0,1,0,2
